pop	ID	floral_tube_length	crease_to_top_height	crease_to_bottom_height	tube_height_at_base	tube_height_at_inflection	mouth_angle	platform_angle	upper_petal_angle	tube_width_at_mouth	tube_width_at_base	lower_petal_angle	tube_height_at_mouth	mouth_constriction_angle
131	131-005B	16.884	3.479	0.931	1.59	2.613	49.359	33.716	149.91	5.353	2.123	160.731	4.411	-15.643
131	131-018A	18.401	3.294	1.884	2.215	3.264	69.29	58.442	139.853	6.769	2.697	150.858	5.177	-10.848
131	131-018B	18.717	2.389	2.599	2.135	3.182	29.339	29.339	156.625	6.805	2.695	174.037	4.989	0
131	131-003A	19.43	4	1.174	1.768	3.074	61.392	45.943	147.265	5.581	2.542	151.343	5.174	-15.449
131	131-003B	19.968	3.861	1.485	1.863	3.181	61.79	50.23	150.946	5.384	2.756	147.265	5.346	-11.56
131	131-039A	18.845	3.117	1.883	1.855	2.734	46.404	46.404	145.827	6.107	2.9	167.769	5	0
131	131-039B	19.202	4.351	1.506	1.673	3.196	50.403	50.403	140.644	6.768	3.03	168.954	5.857	0
131	131-014A	18.16	3.158	2.039	2.021	3.313	53.249	53.249	154.193	4.996	3.054	152.558	5.197	0
131	131-014B	17.8	2.346	1.28	1.758	2.853	47.522	47.522	151.491	4.944	2.792	160.986	3.627	0
131	131-037A	16.629	3.166	1.825	1.589	2.799	83.433	69.763	143.136	5.108	2.672	133.431	4.991	-13.669
131	131-037B	17.188	2.656	1.311	1.552	2.845	66.537	55.599	149.42	5.715	2.896	144.043	3.967	-10.938
131	131-029A	16.951	4.043	1.548	1.873	2.544	70.682	47.112	149.717	5.023	2.483	139.601	5.591	-23.571
131	131-029B	16.629	4.017	1.34	1.814	2.766	50.608	46.049	151.307	4.644	2.893	158.086	5.357	-4.559
131	131-041A	21.013	3.173	1.781	1.874	2.91	54.14	47.115	148.964	4.61	2.372	156.896	4.954	-7.024
131	131-041B	21.536	3.578	2.15	1.574	2.754	97.534	66.743	139.803	4.732	2.674	122.664	5.728	-30.791
131	131-042A	21.559	4.23	1.692	1.843	3.477	60.789	49.574	143.653	5.463	3.165	155.558	5.923	-11.216
131	131-042B	22.202	3.096	1.921	1.682	3.538	68.904	68.904	151.127	6.511	3.036	139.969	5.017	0
131	131-043A	20.143	3.329	1.602	1.933	3.353	77.153	45.059	148.429	4.922	2.417	134.419	4.931	-32.094
131	131-043B	19.886	3.103	2.141	1.923	3.132	80.043	53.543	147.692	4.713	2.248	132.266	5.244	-26.499
131	131-044A	21.655	3.19	2.061	1.679	2.981	53.318	53.318	147.933	4.27	2.711	158.75	5.25	0
131	131-044B	21.858	3.107	1.422	1.66	2.888	53.841	43.985	149.191	5.086	2.674	156.969	4.529	-9.856
131	131-045A	21.157	2.411	1.53	1.544	3.14	58.513	48.063	150.675	5.662	2.832	150.812	3.941	-10.45
131	131-045B	21.439	2.125	2.298	1.675	3.038	43.662	31.509	163.033	5.354	2.736	153.306	4.423	-12.153
132	132-141A	19.295	4.192	1.493	2.562	3.65	72.061	42.7	153.274	5.521	2.996	134.665	5.685	-29.361
132	132-141B	21.134	3.239	3.724	2.306	3.452	62.405	62.405	150.143	6.249	3.105	147.453	6.963	0
132	132-137A	20.589	3.428	2.369	3.013	3.767	79.338	63.792	145.764	6.124	3.168	134.898	5.797	-15.546
132	132-137B	20.051	3.382	2.024	2.568	3.643	51.535	51.535	149.125	6.599	3.077	159.34	5.405	0
132	132-099A	22.349	5.385	1.908	2.295	4.264	94.49	50.358	130.546	7.067	2.966	134.964	7.293	-44.132
132	132-099B	24.045	5.19	2.082	2.41	4.803	73.618	49.278	140.088	7.433	3.314	146.295	7.271	-24.339
132	132-120A	21.964	3.489	1.885	2.01	3.095	34.501	34.501	138.839	5.689	2.601	186.661	5.374	0
132	132-120B	22.425	3.533	2.049	2.294	4.169	53.045	53.045	142.902	6.575	2.703	164.052	5.581	0
132	132-134A	21.753	2.383	1.764	2.379	4.146	70.283	50.482	153.613	5.851	3.006	136.104	4.147	-19.801
132	132-134B	21.944	2.893	1.655	2.304	3.914	51.086	51.086	157.639	5.664	2.987	151.276	4.548	0
132	132-139A	22.726	2.962	2.552	1.9	3.531	43.048	43.048	158.211	4.877	2.373	158.742	5.514	0
132	132-139B	22.037	3.246	2.312	1.693	2.601	38.556	38.556	154.107	5.05	2.405	167.338	5.558	0
132	132-135A	20.057	3.861	1.507	2.258	2.576	63.408	38.224	144.783	5.618	3.235	151.809	5.368	-25.184
132	132-135B	22.231	3.654	2.221	2.206	2.785	71.894	51.544	146.777	6.329	3.159	141.329	5.875	-20.351
132	132-126A	22.119	4.642	1.8	1.83	2.886	67.881	41.342	145.209	5.822	3.254	146.91	6.442	-26.539
132	132-126B	21.412	4.204	1.999	1.832	2.805	67.964	34.039	155.924	5.732	3.197	136.112	6.203	-33.924
132	132-085A	19.736	2.981	1.812	1.843	3.184	44.446	44.446	154.395	4.862	2.636	161.159	4.794	0
132	132-085B	20.312	3.258	2.505	1.729	3.087	30.969	30.969	152.436	4.747	2.549	176.595	5.763	0
132	132-087A	21.375	3.448	1.953	2.16	3.3	72.123	51.483	141.078	5.674	3.202	146.799	5.401	-20.64
132	132-087B	20.056	3.366	1.827	1.767	2.476	59.791	48.543	144.268	5.619	2.766	155.941	5.193	-11.247
132	132-128A	19.58	2.697	1.253	1.714	2.553	34.662	34.662	142.53	5.55	2.424	182.808	3.95	0
132	132-128B	22.065	2.369	1.633	1.723	3.047	71.218	71.218	133.596	5.439	2.905	155.186	4.002	0
132	132-127A	27.951	4.868	2.956	3.333	4.793	71.817	61.777	129.885	7.365	3.068	158.298	7.825	-10.04
132	132-127B	26.471	5.763	1.84	2.861	3.495	70.781	48.808	124.008	7.004	3.469	165.211	7.603	-21.973
132	132-097A	23.462	4.564	1.782	2.962	4.241	29.208	29.208	151.834	5.889	3.544	178.958	6.346	0
132	132-097B	24.051	3.76	2.237	2.758	3.276	22.342	22.342	152.105	6.392	3.195	185.553	5.997	0
132	132-110A	30.217	4.533	2.995	2.241	2.819	76.048	53.514	125.566	6.255	2.414	158.386	7.528	-22.534
132	132-110B	29.553	5.574	1.902	2.439	3.433	88.065	53.703	125.713	6.849	2.562	146.222	7.476	-34.362
132	132-115A	25.778	5.178	3.397	3.24	5.611	42.635	42.635	142.296	8.774	3.777	175.069	8.575	0
132	132-115B	27.411	5.729	2.07	3.317	7.733	32.833	32.833	169.334	9.475	3.685	157.833	7.799	0
132	132-112A	25.398	6.001	1.725	2.133	3.421	69.977	27.179	153.653	6.015	3.585	136.37	7.727	-42.798
132	132-112B	24.806	4.12	2.67	2.335	3.935	62.969	39.595	149.036	6.899	3.68	147.995	6.791	-23.375
132	132-093A	23.816	3.556	3.278	2.659	3.787	44.011	44.011	139.264	7.018	2.765	176.725	6.834	0
132	132-093B	25.301	3.824	2.437	2.917	4.359	30.72	30.72	146.703	7.188	3.173	182.577	6.261	0
132	132-086A	20.647	2.739	1.952	1.835	2.68	72.392	59.19	144.393	4.608	2.189	143.215	4.691	-13.203
132	132-086B	21.194	2.913	2.484	2.029	2.801	62.613	62.613	141.633	4.236	2.379	155.754	5.398	0
132	132-094A	23.432	3.609	3.117	2.406	3.308	72.774	72.774	134.319	5.905	2.897	152.906	6.726	0
132	132-094B	22.957	3.948	1.976	1.951	2.973	68.025	68.025	131.134	5.469	3.139	160.842	5.924	0
132	132-138A	20.175	3.371	1.474	2.228	3.324	58.851	38.289	144.833	5.344	2.62	156.316	4.845	-20.563
132	132-138B	18.921	3.085	1.3	2.144	2.975	74.914	43.559	138.434	5.294	2.73	146.652	4.385	-31.355
132	132-131A	20.531	3.731	1.891	2.272	3.967	44.935	44.935	151.141	5.427	3.245	163.924	5.622	0
132	132-131B	20.31	3.608	1.761	2.859	3.62	32.297	32.297	153.476	5.189	3.424	174.227	5.369	0
132	132-088A	20.255	2.826	1.814	1.875	3.926	41.408	41.408	171.488	4.31	2.546	147.104	4.64	0
132	132-088B	20.393	2.689	1.757	1.642	3.424	48.477	48.477	157.831	4.518	2.928	153.693	4.446	0
132	132-082A	17.97	3.784	1.77	2.163	3.398	49.179	49.179	147.054	5.304	3.029	163.767	5.553	0
132	132-082B	18.811	2.774	1.848	2.152	3.355	38.311	38.311	159.339	5.513	2.592	162.35	4.622	0
132	132-114A	22.311	3.411	1.935	2.598	3.678	50.796	50.796	152.83	4.756	3.064	156.374	5.346	0
132	132-114B	21.94	2.682	2.007	2.345	3.231	32.959	32.959	164.039	4.965	2.697	163.001	4.69	0
132	132-106A	27.236	5.758	3.509	3.631	6.404	82.606	48.717	129.239	8.047	3.643	148.155	9.267	-33.889
132	132-102A	26.049	5.771	2.172	2.795	4.228	NA	NA	NA	8.172	3.19	NA	7.943	NA
132	132-102B	26.19	5.004	3.413	2.78	4.276	82.543	82.543	125.248	7.482	3.314	152.209	8.417	0
132	132-107A	24.218	4.361	2.026	2.593	4.33	72.019	54.335	144.832	5.871	2.797	143.149	6.386	-17.684
132	132-107B	26.099	5.526	2.236	3.018	5.427	68.357	44.325	146.904	7.403	3.035	144.74	7.762	-24.031
132	132-119A	21.045	3.24	1.762	2.066	3.244	98.294	54.234	130.022	5.075	2.955	131.685	5.002	-44.059
132	132-119B	22.001	2.991	1.627	1.968	3.148	55.824	55.824	147.926	5.641	2.516	156.25	4.618	0
132	132-109A	25.686	5.038	1.682	2.258	3.461	82.151	53.847	137.043	7.915	3.035	140.806	6.719	-28.304
132	132-109B	24.678	4.663	2.769	2.558	4.002	39.258	39.258	146.874	6.464	2.943	173.868	7.433	0
132	132-121A	28.271	4.447	1.251	1.731	4.49	48.761	33.644	142.013	5.681	3.216	169.226	5.698	-15.117
132	132-121B	27.214	3.687	1.719	1.552	3.952	85.812	45.191	144.261	5.633	3.317	129.927	5.406	-40.622
132	132-100A	21.097	3.112	1.844	1.711	3.342	59.833	59.833	156.988	5.419	2.805	143.179	4.957	0
132	132-100B	21.179	3.093	2.778	1.747	3.096	63.948	63.948	154.295	5.381	2.533	141.758	5.871	0
132	132-136A	20.836	3.597	1.607	1.731	2.64	63.1	42.051	153.108	4.897	2.541	143.792	5.204	-21.049
132	132-136B	21.994	3.093	1.764	1.868	3.126	61.147	44.42	150.001	5.175	2.385	148.851	4.857	-16.728
132	132-116A	20.168	4.186	1.347	2.349	3.104	53.278	36.081	147.177	6.255	2.884	159.545	5.533	-17.197
132	132-116B	21.08	4.26	1.899	2.076	3.266	66.358	42.857	144.795	6.843	3.015	148.847	6.158	-23.502
132	132-090A	20.976	3.304	1.967	1.618	3.667	58.574	58.574	143.049	5.417	3.065	158.377	5.272	0
132	132-090B	20.998	3.254	1.617	1.493	3.385	72.58	54.517	137.785	5.824	2.746	149.635	4.871	-18.063
132	132-143A	20.843	3.541	1.762	1.934	2.636	61.825	61.825	148.349	4.456	2.385	149.826	5.303	0
132	132-143B	20.705	3.074	2.275	2.4	3.419	45.027	45.027	158.072	4.632	2.469	156.901	5.349	0
132	132-124A	21.949	3.429	2.042	2.435	4.065	52.277	52.277	151.564	6.743	3.392	156.159	5.471	0
132	132-124B	NA	NA	NA	2.246	3.313	NA	NA	NA	5.028	2.394	NA	NA	NA
132	132-105A	26.155	6.309	1.948	3.775	5.384	44.018	24.896	157.601	6.928	5.135	158.382	8.256	-19.121
132	132-105B	27.553	5.091	1.954	4.202	5.908	55.537	35.155	153.411	7.853	3.726	151.052	7.044	-20.382
132	132-091A	22.806	3.497	2.214	2.828	4.428	40.22	40.22	144.999	8.64	2.711	174.781	5.71	0
132	132-091B	25.283	4.707	1.558	2.941	3.863	71.728	38.158	141.216	8.69	3.101	147.057	6.265	-33.569
132	132-125A	24.628	2.754	1.9	1.738	3.17	31.74	31.74	160.042	5.563	3.207	168.218	4.654	0
132	132-125B	23.923	3.741	1.505	1.781	2.656	36.196	36.196	147.835	5.71	2.973	175.969	5.246	0
132	132-081A	19.924	3.254	1.57	1.931	3.052	54.747	37	147.529	4.88	2.323	157.724	4.824	-17.747
132	132-081B	20.713	3.68	1.601	2.35	3.45	55.123	39.82	149.025	5.248	2.553	155.851	5.281	-15.304
132	132-084A	25.242	4.428	3.284	2.572	3.839	37.05	37.05	146.749	6.97	2.945	176.2	7.712	0
132	132-084B	26.035	4.739	2.207	2.532	3.468	36.453	23.086	151.091	7.104	2.963	172.456	6.946	-13.367
132	132-096A	29.53	4.993	1.599	1.955	2.899	74.689	47.057	133.742	6.199	3.166	151.569	6.592	-27.632
132	132-096B	29.405	3.628	2.462	2.425	3.557	82.176	82.176	132.626	6.462	3.058	145.198	6.09	0
132	132-113A	25.493	5.459	1.957	3.485	4.907	65.137	36.91	141.418	6.886	3.47	153.445	7.415	-28.227
132	132-113B	25.125	4.535	2.874	2.707	4.507	54.186	38.781	146.46	7.407	3.492	159.354	7.409	-15.405
